ID,name,province,municipality,altitude,gradient,distance,mountain_slope,technical_difficulty,url,peak_coords,photo,peak_coords_MDB
861,Collado De Las Vigas,Cuenca,La Olmeda,1073,418,7.6,5.5,69,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1460,"(39.9437258,-1.2789987)",,"[-1.2789987,39.9437258]"
863,Tetas De Liérganes,Cantabria,Liérganes (única),400,300,6.5,4.6,69,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0160,"(43.3326206,-3.7333147)",,"[-3.7333147,43.3326206]"
866,Collada De Aralla,León,Aralla,1544,419,7.6,5.5,69,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0793,"(42.9040142,-5.8046937)",,"[-5.8046937,42.9040142]"
867,La Eme,Burgos,Pesquera de Ebro,1027,374,7.0,5.0,68,https://www.altimetrias.net/aspbk/verPuerto.asp?id=029,"(42.7984392,-3.6895322)",,"[-3.6895322,42.7984392]"
871,Errea,Navarra,Setoain,842,342,5.1,6.7,67,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0242,"(42.8928154,-1.4908345)",,"[-1.4908345,42.8928154]"
872,Muela De San Juan,Teruel,Villar del Cobo,1796,372,8.6,4.3,67,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1458,"(40.4192212,-1.724044)",,"[-1.724044,40.4192212]"
873,Urkillaga,Gipuzkoa,Ataun,513,300,3.9,7.6,67,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1925,"(42.9750805,-2.1667004)",,"[-2.1667004,42.9750805]"
876,Fuerte Rapitán,Huesca,Jaca,1107,269,3.3,8.1,67,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1667,"(42.589115500000005,-0.5363137488758563)",,"[-0.5363137488758563,42.589115500000005]"
878,San Martín De Jubera,La Rioja,Valle del Jubera,804,270,3.8,7.1,66,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0963,"(42.2966967,-2.3082058)",,"[-2.3082058,42.2966967]"
882,Urtsua,Navarra,Gartxitoneko borda,544,289,4.4,6.5,66,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1632,"(43.23242495,-1.5701591155132926)",,"[-1.5701591155132926,43.23242495]"
883,Udala,Gipuzkoa,Arrasate/Mondragón,504,287,3.0,7.0,66,https://www.altimetrias.net/aspbk/verPuerto.asp?id=082,"(43.0783368,-2.5135948)",,"[-2.5135948,43.0783368]"
884,La Cruz,Asturias,Lieres,540,289,4.3,6.6,66,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0570,"(43.3605899,-5.9135798)",,"[-5.9135798,43.3605899]"
890,Augasantas,A Coruña,Portobravo-Lousame,450,420,17.0,2.4,65,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0611,"(42.7940476,-8.7379626)",,"[-8.7379626,42.7940476]"
891,Azpegi,Navarra,Aribe,1052,273,5.8,4.7,65,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0267,"(43.03440805,-1.2250214984953924)",,"[-1.2250214984953924,43.03440805]"
893,Nuestra Señora De Tremedal,Teruel,Orihuela del Tremedal,1743,315,4.8,6.5,64,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0578,"(40.5498756,-1.652073)",,"[-1.652073,40.5498756]"
906,Radar De Cullera,Valencia,Cullera,229,227,3.0,7.4,63,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0706,"(39.1762634,-0.2510616)",,"[-0.2510616,39.1762634]"
907,Sagüera De Luna,León,Mora de Luna,1295,285,3.9,7.1,63,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1581,"(42.842197,-5.8240129)",,"[-5.8240129,42.842197]"
911,Andazarrate,Gipuzkoa,Orio - Aia,461,421,16.0,2.1,62,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0112,"(43.2025449,-2.1352363)",,"[-2.1352363,43.2025449]"
912,La Gallina,Granada,Cacín,977,324,5.5,5.9,62,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0071,"(37.3220994,-3.835455)",,"[-3.835455,37.3220994]"
916,Egozkue,Navarra,Egozkue,896,344,7.6,4.5,61,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0098,"(42.9621751,-1.5772652)",,"[-1.5772652,42.9621751]"
917,Mandubia,Gipuzkoa,Beasain,541,360,6.0,5.9,61,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1565,"(43.0869274,-2.2450845)",,"[-2.2450845,43.0869274]"
918,Beneixama,Alicante,Beneixama,987,394,9.2,4.3,61,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1104,"(38.7008815,-0.7641359)",,"[-0.7641359,38.7008815]"
925,El Vacar,Córdoba,Río Guadalbarbo (Norte),624,324,5.0,6.5,60,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0637,"(38.077329250000005,-4.852629581617144)",,"[-4.852629581617144,38.077329250000005]"
928,Alisedo,Bizkaia,Traslaviña,418,207,2.2,9.1,59,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1065,"(43.2534179,-3.2347127)",,"[-3.2347127,43.2534179]"
934,Bustidoño,Cantabria,Aldea de Ebro,1059,279,8.8,3.1,58,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=2005,"(42.9221165,-3.9910504)",,"[-3.9910504,42.9221165]"
935,Etxaguen,Álava,Aramaio,625,299,4.0,6.0,58,https://www.altimetrias.net/aspbk/verPuerto.asp?id=056,"(42.98228985,-2.7189004005118957)",,"[-2.7189004005118957,42.98228985]"
937,Llombera,León,Huergas de Gordón,1291,294,5.7,5.1,58,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0796,"(42.8432056,-5.592042)",,"[-5.592042,42.8432056]"
944,Cerro Muriano,Córdoba,Sur,558,374,10.0,3.5,57,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0676,"(38.0027632,-4.7694687)",,"[-4.7694687,38.0027632]"
945,Collado De Cuatro Caminos,Castellón,Montán,891,343,7.7,4.4,57,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1399,"(39.9379646,-0.4116949)",,"[-0.4116949,39.9379646]"
946,Aintzioa,Navarra,Erro,971,310,4.9,6.3,57,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1920,"(42.919429,-1.4240526)",,"[-1.4240526,42.919429]"
947,Fresnedillas,Madrid,Quijorna,957,396,11.0,3.6,57,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0309,"(40.9022852,-3.5739922)",,"[-3.5739922,40.9022852]"
948,Puerto De La Reina,Ávila,Sur (CL-501),714,314,6.4,4.9,57,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0216,"(40.2054935,-5.0200134)",,"[-5.0200134,40.2054935]"
949,Guirguillano,Navarra,Guirguillano,725,356,7.7,4.6,56,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1623,"(42.7180835,-1.8782768)",,"[-1.8782768,42.7180835]"
950,Desierto De Las Palmas,Castellón,La Magdalena,422,392,8.6,4.5,56,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1968,"(40.0743866,0.0278543)",,"[0.0278543,40.0743866]"
951,Puerto Martínez,Málaga,El Burgo o Ardales,736,278,7.3,3.8,56,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0546,"(36.807473,-4.8407363)",,"[-4.8407363,36.807473]"
954,La Camperona,Asturias,(S) La Hueria Carrocera,574,311,5.7,5.5,56,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0386,"(43.3420886,-5.626604)",,"[-5.626604,43.3420886]"
955,Montesclaros,Cantabria,Río Ebro (CA-735),1066,243,3.8,6.2,56,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1265,"(42.931514,-4.049755188884904)",,"[-4.049755188884904,42.931514]"
956,Relleu,Alicante,Embalse del Amadorio,492,351,12.0,2.7,56,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1028,"(38.5874435,-0.3111354)",,"[-0.3111354,38.5874435]"
957,Genbe,Navarra,Genbe,921,338,5.0,5.0,55,https://www.altimetrias.net/aspbk/verPuerto.asp?id=095,"(42.8049211,-1.9012592)",,"[-1.9012592,42.8049211]"
959,Cabanes,Castellón,N-340,389,355,9.4,3.8,55,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1474,"(40.1564567,0.0437829)",,"[0.0437829,40.1564567]"
961,Untzilla,Álava,Gesalibar-Aramaio,481,202,2.0,8.0,55,https://www.altimetrias.net/aspbk/verPuerto.asp?id=039,"(43.0421852,-2.5377047)",,"[-2.5377047,43.0421852]"
964,Puerto Artafi,Córdoba,Río Guadiato,524,336,6.0,5.5,54,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0366,"(37.9411366,-4.9388665)",,"[-4.9388665,37.9411366]"
971,Zuarrarrate,Navarra,Irurzun,800,350,7.0,4.0,54,https://www.altimetrias.net/aspbk/verPuerto.asp?id=093,"(42.9433196,-1.874863)",,"[-1.874863,42.9433196]"
973,Margarida,Alicante,Embalse de Beniarrés,636,300,9.8,3.0,54,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1478,"(38.7877701,-0.3001209)",,"[-0.3001209,38.7877701]"
974,Puerto De La Calerilla,Málaga,Benaoján,773,341,9.2,3.7,54,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0728,"(36.7690815,-5.2470555)",,"[-5.2470555,36.7690815]"
976,Santa Ana La Real,Huelva,Rivera del Vaho,659,371,12.0,3.0,53,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1582,"(37.8639155,-6.7244264)",,"[-6.7244264,37.8639155]"
978,Ricote,Murcia,Salto de la novia,429,314,5.4,5.7,53,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1971,"(38.1540529,-1.3668162)",,"[-1.3668162,38.1540529]"
982,Santo Domingo,Bizkaia,Derio-Galbarriatu,246,225,4.3,5.2,53,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1521,"(43.2165436,-3.1939983)",,"[-3.1939983,43.2165436]"
983,Goriko,Bizkaia,Arrigorriaga,270,210,2.7,7.7,53,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0813,"(43.2146248,-2.9060597)",,"[-2.9060597,43.2146248]"
984,Usetxi,Navarra,Leranotz,760,235,4.4,5.5,53,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0304,"(42.9485116,-1.5388182)",,"[-1.5388182,42.9485116]"
986,La Venta´L Aire,Asturias,Pénjamo (Langreo),431,211,2.7,7.8,52,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0399,"(43.3184366,-5.8414722)",,"[-5.8414722,43.3184366]"
988,Perdón,Navarra,Legarda,683,247,4.2,5.8,52,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1625,"(42.7404933,-1.7651462)",,"[-1.7651462,42.7404933]"
989,Los Heros,Álava,Artziniega,372,234,5.3,4.4,52,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0662,"(43.1349092,-3.1427028)",,"[-3.1427028,43.1349092]"
992,Urkarregi (San Miguel),Gipuzkoa,Elgoibar,347,301,6.4,4.7,52,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1391,"(43.2377247,-2.4415254)",,"[-2.4415254,43.2377247]"
993,Alto Del Lugar,Cuenca,Cuenca,1327,325,10.0,2.9,52,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1454,"(40.1327477,-2.0018938)",,"[-2.0018938,40.1327477]"
999,Collado De Los Jardines,Jaén,Río Despeñaperros,871,321,5.8,5.5,51,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0279,"(37.6515608,-3.456033)",,"[-3.456033,37.6515608]"
1000,Lizarrieta,Navarra,Etxalar,442,345,7.4,4.6,51,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1634,"(43.2607288,-1.6194677499999983)",,"[-1.6194677499999983,43.2607288]"
1001,Puerto De Ricote,Murcia,Ojós,429,300,5.2,5.7,51,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1215,"(38.1539805,-1.3648697)",,"[-1.3648697,38.1539805]"
1003,El Calvario,Gipuzkoa,Sasiola-Astigarribia,250,232,4.1,5.6,51,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1406,"(43.2948996,-2.3831099)",,"[-2.3831099,43.2948996]"
1012,El Sequén,Murcia,La Alberca,300,240,3.6,6.5,49,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1374,"(37.9444474,-1.1313983)",,"[-1.1313983,37.9444474]"
1013,Campo Do Pozo,A Coruña,Portomouro,476,311,7.9,3.9,49,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0113,"(42.9931548,-8.7240995)",,"[-8.7240995,42.9931548]"
1016,Pesadoira,A Coruña,O Areal-Serra de Outes,354,335,13.0,2.5,48,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1042,"(42.9425054,-8.8752194)",,"[-8.8752194,42.9425054]"
1022,Sojo,Álava,Artziniega,435,247,3.8,6.5,47,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0887,"(43.0906891,-3.122956)",,"[-3.122956,43.0906891]"
1023,Cocañín,Asturias,La Hueria Carrocera,484,221,3.1,7.1,47,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0534,"(43.30584105,-5.6058966)",,"[-5.6058966,43.30584105]"
1025,Cornombre,León,Santibáñez de Arienza,1289,210,4.1,5.0,47,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1409,"(42.8267021,-6.0377449)",,"[-6.0377449,42.8267021]"
1027,Talledo,Cantabria,Ontón,290,266,5.7,4.6,46,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1150,"(43.31635,-3.17302)",,"[-3.17302,43.31635]"
1030,Blancares,Granada,La Peza,1349,323,9.4,3.4,46,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0209,"(37.2513736,-3.3750676)",,"[-3.3750676,37.2513736]"
1034,Cruz De Usaño,Cantabria,Riba,347,217,3.1,7.0,45,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0829,"(43.2997878,-3.5650253)",,"[-3.5650253,43.2997878]"
1035,Arratzain,Gipuzkoa,Donostia/San Sebastián,227,212,3.7,5.6,45,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1533,"(43.2921174,-2.058064)",,"[-2.058064,43.2921174]"
1039,Goiuria,Bizkaia,Iurreta,392,281,5.0,5.0,45,https://www.altimetrias.net/aspbk/verPuerto.asp?id=033,"(43.1887263,-2.640582)",,"[-2.640582,43.1887263]"
1043,Lizarrusti,Gipuzkoa,Km 54 GI-2120,622,316,6.3,4.9,44,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1928,"(42.9603821,-2.0991746)",,"[-2.0991746,42.9603821]"
1044,Orendain,Gipuzkoa,Alegia,432,300,6.3,4.7,44,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0125,"(43.0794987,-2.1141376)",,"[-2.1141376,43.0794987]"
1048,Ibardin,Navarra,Bera,328,284,5.3,5.3,43,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0106,"(43.31062420000001,-1.6892787963579217)",,"[-1.6892787963579217,43.31062420000001]"
1049,Ventorros De Zagra,Granada,Loja,858,316,6.7,4.7,43,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0060,"(37.268629,-4.1520247)",,"[-4.1520247,37.268629]"
1053,Tollos,Alicante,Beniaia,825,239,4.1,5.7,42,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0477,"(38.7569986,-0.2746901)",,"[-0.2746901,38.7569986]"
1054,Lezaun,Navarra,Casetas de Ciriza-Lezaun,832,274,7.0,3.0,42,https://www.altimetrias.net/aspbk/verPuerto.asp?id=096,"(42.7778491,-1.9942909)",,"[-1.9942909,42.7778491]"
1055,Los Braciquios(Barqueros),Murcia,Vereda Belén(Sur),395,274,11.0,2.3,42,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=2063,"(37.9446606,-1.3841207)",,"[-1.3841207,37.9446606]"
1056,El Padrún,Asturias,Olloniego,370,241,3.9,5.9,42,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0404,"(43.28850505,-5.810384872880952)",,"[-5.810384872880952,43.28850505]"
1059,Itziar,Gipuzkoa,Zumaia,330,295,8.4,3.4,42,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1723,"(43.2763859,-2.3314037)",,"[-2.3314037,43.2763859]"
1065,Atagoiti,Gipuzkoa,Ormaiztegi,513,315,9.0,3.0,41,https://www.altimetrias.net/aspbk/verPuerto.asp?id=005,"(43.0503936,-2.3207088)",,"[-2.3207088,43.0503936]"
1066,Simat,Valencia,Simat,277,225,4.7,4.7,41,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0703,"(39.0434528,-0.3114341)",,"[-0.3114341,39.0434528]"
1070,Orihuela,Teruel,Orihuela del Tremendal,1672,351,8.2,3.0,40,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1431,"(40.5507519,-1.6504341)",,"[-1.6504341,40.5507519]"
1071,San Esteban De Las Cruces,Asturias,La Manzaneda,378,222,3.5,6.3,40,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0414,"(43.34855175,-5.828925117518249)",,"[-5.828925117518249,43.34855175]"
1074,Olleros De Alba,León,La Robla,1204,254,8.7,2.9,38,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1014,"(42.7999639,-5.6974329)",,"[-5.6974329,42.7999639]"
1076,Trascampo,Cantabria,Puente Viesgo,292,214,3.8,5.6,37,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1857,"(43.2877489,-4.0070199)",,"[-4.0070199,43.2877489]"
1080,Belate,Navarra,Ventas de Arraitz,848,253,6.6,3.8,37,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1831,"(43.048927,-1.6092558)",,"[-1.6092558,43.048927]"
1083,Punta Lucero,Bizkaia,Zierbana,226,223,4.1,5.5,36,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1728,"(43.3486367,-3.1117641)",,"[-3.1117641,43.3486367]"
1088,Rosales,Burgos,Medina de Pomar,772,202,3.0,4.0,35,https://www.altimetrias.net/aspbk/verPuerto.asp?id=064,"(42.9413726,-3.4352588)",,"[-3.4352588,42.9413726]"
1089,Maigmó,Alicante,Tibi,668,212,5.5,3.8,35,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1040,"(38.5018761,-0.6312948)",,"[-0.6312948,38.5018761]"
1090,Larraitz,Gipuzkoa,Zaldibia,400,229,5.0,4.0,35,https://www.altimetrias.net/aspbk/verPuerto.asp?id=010,"(43.0370272,-2.09872)",,"[-2.09872,43.0370272]"
1092,Albaida,Alicante,Muro d´Alcoi,592,221,6.1,3.6,34,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1196,"(38.8659226,0.0069876)",,"[0.0069876,38.8659226]"
1094,Puerto De La Araña,Sevilla,Río Guadalporcún,472,236,6.0,3.9,34,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0410,"(36.938339,-5.4263832)",,"[-5.4263832,36.938339]"
1095,San Vicente De Arana,Álava,Santa Cruz de Campezo,797,247,8.9,2.7,34,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1361,"(42.7442025,-2.360863)",,"[-2.360863,42.7442025]"
1096,Garai,Bizkaia,Gerediaga,352,218,3.9,5.5,34,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1584,"(43.1936552,-2.6114951)",,"[-2.6114951,43.1936552]"
1098,El Rabizo,León,La Robla,1162,210,4.5,4.6,33,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0825,"(42.7793308,-5.6037015)",,"[-5.6037015,42.7793308]"
1101,La Hayuela,Cantabria,Comillas,290,267,6.7,3.8,31,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0391,"(43.3365144,-4.2672032)",,"[-4.2672032,43.3365144]"
1103,Puerto Del Garruchal,Murcia,San José de la Vega,296,220,7.2,3.0,31,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1130,"(37.9117688,-1.0484362)",,"[-1.0484362,37.9117688]"
1104,Puerto Sabar,Málaga,Riogordo,595,220,5.2,4.2,31,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0936,"(36.9379208,-4.263456)",,"[-4.263456,36.9379208]"
1105,Iturrieta,Álava,Kontrasta,998,206,4.5,4.5,31,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1363,"(42.793026,-2.3329227)",,"[-2.3329227,42.793026]"
1113,Alto De Couso,Lugo,O Chao de Pousadoiro-San Fiz,821,598,8.8,6.7,131,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1476,"(42.3116892,-7.6667099)",,"[-7.6667099,42.3116892]"
1115,Peñarroya,Teruel,Linares,1962,729,22.0,3.2,121,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=2051,"(40.373285,-0.627586)",,"[-0.627586,40.373285]"
1116,Santuari De Falgars,Barcelona,Guardiola de Berguedà,1278,550,9.5,5.7,117,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1102,"(42.2257726,1.9469165)",,"[1.9469165,42.2257726]"
1118,Collada De Arnicio,Asturias,La Marea (Piloña),916,588,9.4,6.3,115,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0653,"(43.2319393,-5.3647004)",,"[-5.3647004,43.2319393]"
1119,Ermita De Pallerols,Tarragona,La Senia,772,405,6.0,6.7,112,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1360,"(40.677954,0.282952)",,"[0.282952,40.677954]"
1122,Ravell,Girona,Arbúcies,1005,700,17.0,4.1,98,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0808,"(41.8529456,2.4336724)",,"[2.4336724,41.8529456]"
