ID,name,province,municipality,altitude,gradient,distance,mountain_slope,technical_difficulty,url,peak_coords,photo
381,Seña,Cantabria,Limpias,257,250,5.0,4.0,38,https://www.altimetrias.net/aspbk/verPuerto.asp?id=130,"[-3.408912,43.383769]",
382,Gontzegaraigane,Bizkaia,Iruzubieta,361,238,5.0,4.0,38,https://www.altimetrias.net/aspbk/verPuerto.asp?id=474,"[-2.57221,43.252314]",
383,Ermida,Ourense,Petín,563,247,9.0,2.0,37,https://www.altimetrias.net/aspbk/verPuerto.asp?id=525,"[-7.178113,42.337906]",
385,Rigoitia,Bizkaia,Gernika,269,262,6.0,4.0,37,https://www.altimetrias.net/aspbk/verPuerto.asp?id=158,"[-2.721348,43.313719]",
386,Udana,Gipuzkoa,Oñati,509,264,6.0,3.0,36,https://www.altimetrias.net/aspbk/verPuerto.asp?id=548,"[-2.357867,43.015969]",
387,Humaran,Bizkaia,Arenao,252,201,7.0,2.0,36,https://www.altimetrias.net/aspbk/verPuerto.asp?id=225,"[-3.095634,43.234307]",
388,Vallençana,Barcelona,Badalona,256,241,5.0,4.0,36,https://www.altimetrias.net/aspbk/verPuerto.asp?id=631,"[2.22382,41.47965]",
389,Valberzoso,Palencia,Mata de Hoz,1228,225,5.0,3.0,35,https://www.altimetrias.net/aspbk/verPuerto.asp?id=218,"[-4.2459,42.8866]",
390,El Cerro De San Pedro,Madrid,Guadalix de la Sierra,1051,214,10.0,2.0,35,https://www.altimetrias.net/aspbk/verPuerto.asp?id=626,"[-3.751298,40.718659]",
391,Loiti,Navarra,Liédena,725,220,5.0,4.0,35,https://www.altimetrias.net/aspbk/verPuerto.asp?id=366,"[-1.400206,42.656539]",
392,Pedroso,A Coruña,Santiago de Compostela,460,229,5.0,4.0,35,https://www.altimetrias.net/aspbk/verPuerto.asp?id=614,"[-8.564895,42.898158]",
393,Artieta,Burgos,El Refugio (Artziniega),475,250,5.0,4.0,35,https://www.altimetrias.net/aspbk/verPuerto.asp?id=106,"[-3.188159,43.115614]",
394,Basakabi/Alto De Ezkurra,Navarra,Leitza,694,228,4.0,5.0,35,https://www.altimetrias.net/aspbk/verPuerto.asp?id=460,"[-1.880595,43.085695]",
395,La Pedraja,Burgos,Vilafranca de Montes de Oca,1150,225,5.0,4.0,35,https://www.altimetrias.net/aspbk/verPuerto.asp?id=597,"[-3.353748,42.36533]",
396,Aniz,Navarra,Oronoz-Mugaire,388,423,7.0,3.0,34,https://www.altimetrias.net/aspbk/verPuerto.asp?id=217,"[-1.577521,43.112442]",
397,Gabiria,Gipuzkoa,Ormaiztegi,423,221,5.0,4.0,33,https://www.altimetrias.net/aspbk/verPuerto.asp?id=659,"[-2.279609,43.050537]",
398,Navasa,Huesca,Jaca,1068,223,5.0,4.0,32,https://www.altimetrias.net/aspbk/verPuerto.asp?id=634,"[-0.481088,42.520709]",
400,El Carel,Burgos,Nava de Ordunte,450,220,6.0,3.0,29,https://www.altimetrias.net/aspbk/verPuerto.asp?id=122,"[-3.305697,43.121786]",
406,Pico Almadén,Jaén,Mancha Real,2038,1455,28.0,5.1,358,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1134,"[-3.5262832,37.7339022]",
407,Fonte Da Cova,Ourense,Pizarras Ipisa,1847,1487,23.0,6.5,345,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1372,"[-6.7376396,42.3197648]",
411,Ermita De Alba,Asturias,Bárzana,1196,762,6.7,11.0,294,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1696,"[-5.961613721094518,43.18370225]",
414,Belaustegi,Bizkaia,Ibarra (Orozko),751,513,4.8,10.0,275,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0953,"[-2.697365,43.1985589]",
416,Casielles,Asturias,Río Pendón. Fuensanta (N-634),727,512,3.7,13.0,273,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0641,"[-5.673665,43.285982]",
417,Monte Oiz,Bizkaia,Munitibar-Ganbe,1018,832,8.9,9.3,273,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0074,"[-2.5913922,43.2275871]",
418,Cruz De Barreiros,Lugo,Vileimil (río Eo),879,765,11.0,6.4,268,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1003,"[-7.2556173,43.5410158]",
424,Montdúver,Valencia,Simat,832,783,11.0,6.5,235,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0494,"[-0.266581,39.0091089]",
426,Encinas Borrachas,Málaga,San Pablo de Buceite (Sur),1026,976,42.0,2.3,231,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0415,"[-5.2145903,36.6752283]",
428,Askazubi,Gipuzkoa,Zubillaga,612,416,2.8,14.0,228,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1060,"[-2.4216290541355683,43.0704358]",
429,Font De L´Arbre,Alicante,Beniardà,1198,805,15.0,5.2,226,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1396,"[-0.2903534,38.6621795]",
430,Ventana,Asturias,San Martín de Teverga,1587,1137,19.0,5.7,224,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1809,"[-6.0431223,43.1006433]",
435,Fredes,Castellón,Pobla de Benifassà,1181,770,21.0,3.6,220,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=2013,"[0.1709828,40.7053962]",
436,Sta. Mariña Do Monte,Ourense,Cesures,928,606,5.8,10.0,220,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1713,"[-7.8256256,42.3215631]",
438,Cuitu Negru,León,Busdongo,1845,641,11.0,5.7,219,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1447,"[-5.7728311029872135,42.9791301]",
439,A Torre De San Bartolomeu,A Coruña,Central del Parrote,422,378,2.8,13.0,219,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1012,"[-8.0336318,43.3958771]",
440,Polopos,Granada,Castillo de Baños,1140,1017,14.0,7.0,218,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0042,"[-3.2972924,36.7950131]",
441,Iruñarri,Navarra,Sur (única),1030,905,22.0,4.1,217,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0453,"[-1.8112494,43.1007054]",
442,Usurbe,Gipuzkoa,Beasain,715,553,5.1,10.0,210,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0468,"[-2.2038553,43.0657285]",
444,Alto Do Couto,Lugo,Camping de O Courel,1308,723,8.6,8.3,208,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1605,"[-7.096949924098557,42.6156565]",
446,Coll D´Ares,Lleida,Alsamora,1534,1074,16.0,6.3,204,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0490,"[0.7434238,42.0520776]",
447,Montduver,Valencia,Pla de Corrals,837,630,12.0,5.0,200,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1463,"[-0.266581,39.0091089]",
448,Cruz De Meira,Lugo,O Chao de Pousadoiro-Meiroi,821,598,6.5,9.1,196,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0873,"[-7.3018756,43.3867032]",
449,Arrate,Gipuzkoa,Eibar (Matsaria),581,461,5.5,8.3,196,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1282,"[-2.4459506,43.2045878]",
450,Coll De Santa Helena,Barcelona,Mosqueroles,1233,1073,20.0,5.2,195,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1054,"[2.4643858,41.7556745]",
451,Cáñar,Granada,río Guadalfeo,1165,856,12.0,6.9,194,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1062,"[-3.4276847,36.9264996]",
452,O Poio,Lugo,Ferrería Vella,1335,844,21.0,3.8,194,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1750,"[-7.126267608013686,42.71213795]",
455,La Joya,Málaga,Arroyo del Espinazo,899,680,18.0,3.7,191,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0502,"[-4.6231706,36.931476]",
460,Peregrí,Valencia,Moixent,1071,742,34.0,2.1,182,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1357,"[-0.50742556751207,39.194877000000005]",
461,Odiaga,Álava,Llodio,437,275,1.6,16.0,182,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1037,"[-3.0925681,43.0651363]",
463,La Colladiella,Asturias,Ciaño,847,628,13.0,4.7,180,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0432,"[-5.7419916,43.2083137]",
469,Ouviaña,Lugo,Os Vaos,751,468,4.6,10.0,174,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0889,"[-7.1677562,43.1999232]",
472,Collado De Canseco,Granada,Torvizcón,1358,793,19.0,4.1,173,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1165,"[-3.2362135,36.8708231]",
474,Cástaras,Granada,A348,1405,840,12.0,6.6,172,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1247,"[-3.2538159,36.9313744]",
475,Javalambre (Pico),Teruel,Valacloche-Collado Gavilán,2019,1064,27.0,3.8,170,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0804,"[-1.0061221,40.1559902]",
476,Marabio,Asturias,Entrago-Prado,1052,620,11.0,5.2,169,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1736,"[-6.113499,43.2171084]",
480,Karakate,Gipuzkoa,Soraluze-Ezozia,740,641,7.5,8.4,168,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1492,"[-2.4145677,43.1924296]",
482,Arredondas,Asturias,El Llano,555,519,5.1,10.0,168,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1220,"[-7.1249699,43.3811128]",
484,Coll De Jou,Girona,Ribes de Freser-Bruguera,1637,737,12.0,5.9,168,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0451,"[2.2079892,42.2698223]",
488,Puerto Del Espino,Málaga,Gaucín,844,755,13.0,5.4,165,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0531,"[-5.2887229,36.5586494]",
490,Puerto De La Ragua,Granada,La Calahorra,2041,896,14.0,6.1,162,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1529,"[-3.0298565,37.1133625]",
491,Tella,Huesca,Hospital de Tella,1345,674,8.4,8.0,162,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1789,"[0.183005,42.5742879]",
492,Puerto Del Sol,Málaga,Periana (Sur),1085,880,19.0,4.6,162,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0648,"[-4.2190762,36.9700061]",
498,Pto De La Quesera,Guadalajara,Sur (Majaelrayo),1740,556,28.0,2.0,159,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0342,"[-3.4205404,41.2159349]",
500,Puerto De Tíscar,Jaén,Hinojares-Guadiana Menor,1169,676,24.0,2.7,158,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1326,"[-3.0385767,37.7863838]",
503,Garita De Herbeira,A Coruña,Cariño-A Vacariza,599,597,11.0,5.4,156,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1610,"[-7.945830243310802,43.7235178]",
504,Cerro Jabalcón,Granada,Zújar,1458,675,10.0,6.5,155,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0896,"[-2.8166247,37.5710421]",
510,San Martín,Bizkaia,Alonsotegi,304,276,1.0,15.0,152,https://www.altimetrias.net/aspbk/verPuerto.asp?id=078,"[-3.1096261,43.3243842]",
511,Tremuzo,A Coruña,O Freixo,515,511,6.4,8.0,152,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0355,"[-8.9528715,42.826315]",
513,Andarraso,León,Inicio (Riello),1416,410,4.5,9.0,151,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1225,"[-6.0080527,42.747264]",
516,Erlaitz,Gipuzkoa,Irun,545,481,7.5,6.3,148,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0104,"[-1.7593074,43.3054341]",
517,Landeta,Álava,Okendo,484,283,1.0,14.0,148,https://www.altimetrias.net/aspbk/verPuerto.asp?id=074,"[-3.0358046,43.0708472]",
522,El Caracol,Cantabria,Liérganes,822,737,23.0,3.1,146,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0782,"[-3.7316975,43.2197063]",
523,Collado De Jinquer,Castellón,Artesa,825,619,20.0,3.0,145,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1052,"[-0.4118825,39.9396531]",
525,Etumeta,Gipuzkoa,Granada erreka,515,305,2.8,10.0,144,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1896,"[-2.0693127,43.2461083]",
526,Santa Eufemia,Bizkaia,Aulesti,571,491,5.8,8.4,144,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1727,"[-2.69967495,43.31422585]",
528,Cristo Do Fiouco,Lugo,Valiñadares,666,537,7.1,7.4,143,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1377,"[-7.366918,43.3853347]",
533,Garbí,Valencia,Estivella,596,486,5.4,8.9,142,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0472,"[-0.3732879,39.698005]",
534,Tudons,Alicante,Orxeta-Sella,1026,888,20.0,4.3,142,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=2059,"[-0.3248134,38.6502609]",
535,Formigal,Huesca,Desde Biescas,1530,660,24.0,2.7,140,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0674,"[-0.3608611,42.7741349]",
536,Arraiz,Bizkaia,El Peñascal (Bilbao),317,273,2.6,10.0,140,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1158,"[-2.9638462,43.2420618]",
537,As Paxareiras,A Coruña,Iglesia de Sestaio,538,535,8.7,6.1,140,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=2046,"[-9.0470168,42.8630469]",
539,O Faro,Lugo,Requeixo,1175,606,8.2,7.3,139,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1758,"[-7.5959091,43.6622488]",
541,Javalambre (Estación De Esquí),Teruel,Camarena-Cabañas de Javalambre,1857,882,22.0,3.9,138,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1734,"[-1.0260551137187988,40.10837475]",
542,Las Quintanas,Asturias,Tudela Veguín de Allá,434,265,2.1,12.0,138,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0437,"[-5.6586848,43.5202308]",
545,La Teyera,Asturias,El Cadavíu,639,392,4.5,8.7,137,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0409,"[-5.7277514,43.2104322]",
546,Cueto Rosales,León,El Castillo,1550,490,5.6,8.6,137,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1227,"[-6.0493185,42.7695115]",
548,Collado Calderón,Valencia,Ademuz,1306,597,23.0,2.5,136,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0701,"[-1.1418569,40.016793]",
551,Alto De Encajacabras,Jaén,Chilluévar,1106,634,12.0,5.1,136,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1479,"[-2.9893152,38.0290831]",
554,Área Recreativa Reul Alto,Almería,Macael-Laroya,1149,659,12.0,5.2,134,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0005,"[-2.3471042,37.2850061]",
556,Txibiarte,Álava,Amurrio,680,457,7.4,6.1,133,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0910,"[-2.9507075,43.0082262]",
565,Coll De La Garga,Alicante,Sagra,765,649,10.0,5.9,130,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1385,"[-0.1447065,38.7682794]",
569,Puerto Del Madroño,Málaga,Río Genal y Pujerra,1058,550,19.0,2.8,129,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0561,"[-5.0696412,36.5979526]",
570,Bestué,Huesca,Escalona,1237,635,12.0,5.2,129,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1782,"[0.109528,42.5612703]",
573,Urdaneta,Gipuzkoa,Aizarnazabal,360,353,3.9,8.9,128,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1851,"[-2.1968752,43.2487544]",
575,Louseiras-Montouto,Lugo,Pena do Mouriscón,787,509,10.0,4.8,128,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=2015,"[-7.3626925,43.3573647]",
576,Serranillos,Ávila,San Esteban del Valle,1571,811,16.0,5.1,127,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0231,"[-4.9110018,40.3370385]",
578,Monte Do Seixo,Pontevedra,Cerdedo,967,627,10.0,6.1,127,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0319,"[-8.7095301,42.6915271]",
579,Iznatoraf,Jaén,A6204,1036,593,14.0,3.9,126,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1306,"[-3.0327382,38.1570315]",
583,A Muria,Lugo,Muiñovedro - Lamas,651,462,5.8,7.8,126,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=2029,"[-7.313366,43.2941399]",
584,Piocorto,Lugo,Bravos-O Sisto,707,627,15.0,4.0,126,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1470,"[-7.6901707,43.5117457]",
585,El Piélago,Toledo,Buenaventura,1223,785,18.0,4.2,125,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0295,"[-4.7246421,40.1369698]",
587,Costiña De Canedo,Ourense,Cachaxúas,395,272,2.0,13.0,125,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1757,"[-7.912304,42.3704185]",
588,Xodos,Castellón,Atzeneta,1104,709,16.0,4.2,124,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1953,"[-0.2873322,40.2454715]",
589,Sollube,Bizkaia,Almike/Albóniga,384,376,3.0,9.0,124,https://www.altimetrias.net/aspbk/verPuerto.asp?id=067,"[-2.7638012,43.3709754]",
592,Paxareiras,A Coruña,Portugalete-Muros,540,538,8.2,6.5,123,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1119,"[-8.1424068,43.2579262]",
593,Chao Da Serra,Lugo,Campo de Tiro,563,383,5.2,7.2,122,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1484,"[-7.182858,43.2053023]",
596,Eulate,Navarra,Eulate,985,257,2.5,10.0,121,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0239,"[-2.2061503,42.7764335]",
598,Port D´Àger,Lleida,Balaguer,912,694,26.0,2.6,120,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0643,"[0.7504092,41.979007]",
599,Coll De La Safor,Valencia,Villalonga,556,459,7.1,6.4,120,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0528,"[-0.1282572,38.9142519]",
601,Tibi,Alicante,Monnegre,723,665,22.0,2.9,119,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1053,"[-0.5775432,38.5308973]",
603,El Cerro,Salamanca,Valdelamatanza,1110,600,9.7,6.3,119,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0487,"[-5.9159836,40.3270387]",
605,Peña De Francia,Salamanca,Monsagro,1723,769,16.0,4.7,118,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0599,"[-6.1683775,40.5123487]",
606,El Vivero,Bizkaia,Zamudio-San Antolín,415,385,6.5,5.9,118,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0857,"[-2.8512466306211253,43.2576316]",
609,San Román,Gipuzkoa,Barinaga,480,334,3.4,9.6,117,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1437,"[-2.4816075814841048,43.21999895]",
614,Tentudía,Badajoz,río Ardilla,1112,527,10.0,5.1,116,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0895,"[-6.3384299,38.0542052]",
615,San Salvador,Gipuzkoa,Eibar,444,336,3.5,9.6,116,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1281,"[-2.1737465,42.8934914]",
616,Igeldo,Gipuzkoa,Igara (Donostia),253,224,1.7,12.0,116,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1543,"[-2.036057,43.3089759]",
617,Urkiaga,Navarra,Aldude,911,528,12.0,4.4,115,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0340,"[-1.4702825,43.0359653]",
619,Peñas Negras,Bizkaia,Muskiz-Las Calizas-Triano,495,489,9.4,5.2,115,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1741,"[-3.0417468,43.3013584]",
626,Confrides,Alicante,Callosa d'Ensarriá,966,735,20.0,3.6,114,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1963,"[-0.2684296,38.6833155]",
628,Monasterio De Tentudía,Badajoz,Cabeza la Vaca,1101,431,17.0,2.4,113,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1275,"[-6.338504354305979,38.05417845]",
630,O Porto,Lugo,Ponte do Porto,404,294,2.6,11.0,113,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1224,"[-7.2974968,43.6000199]",
631,Coll Del Vidre,Castellón,Benafigos,1065,665,15.0,4.2,113,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1983,"[-0.239471,40.2744665]",
633,Plataforma Del Nogal Del Barranco,Ávila,Arenas de San Pedro,1080,575,8.3,6.9,113,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0188,"[-5.162066880652852,40.23407065000001]",
634,Refugio De Lizara,Huesca,Aragües del Puerto,1505,616,12.0,5.0,112,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1164,"[-0.6340553725166804,42.7641022]",
636,Puerto De Las Palomas,Jaén,Las Juntas de Muriel,1244,723,16.0,4.4,112,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=1354,"[-2.939634,37.9413862]",
637,Pozazal,Cantabria,Bárcena Pie de Concha,1002,704,29.0,2.1,112,https://www.altimetrias.net/aspbk/verPerfilusu.asp?id=0568,"[-4.1217733,42.9190553]",
