ID,name,ccaa,province,start,midpoint,trailrank,distance,gradient,min_alt,max_alt,municipality,mountain_passes_ids,municipalities_ids,difficulty_score
7116,Morcuera y Navacerrada por Moralzarzal y Soto del Real.,,,"[-3.781742,40.764983]","[-3.886257,40.853703]",63,89,1569,921,1819,,"[148, 157, 229]","[4389, 4438, 4416]",5
3449,Ermita De Los Tres Juanes por Albolote.,,,"[-3.606054,37.17062]","[-3.709678,37.212184]",32,39,390,565,898,,[230],[2689],2
7486,Peñón De Algámitas y Puerto Del Zamorano por Morón de la Frontera y Olvera.,,,"[-5.445407,37.12569]","[-5.171837,37.018507]",33,85,1504,191,781,,"[231, 754]","[6155, 1794, 6180]",4
3813,San Juan De La Peña por Jaca.,,,"[-0.552865,42.566383]","[-0.7715,42.554278]",42,102,1596,609,1229,,[232],[3421],5
4658,Ancares y Campa De Laviadas por A Fonsagrada y Cervantes.,,,"[-7.00459,42.96427]","[-6.84312,42.94482]",40,107,3962,274,1662,,"[3, 233, 1109]","[4251, 4245, 5022]",8
2719,Erlaitz-Castillo Del Inglés y Castillo Del Inglés por Donostia y Irun.,,,"[-2.004132,43.299647]","[-1.777005,43.33254]",41,70,1205,0,509,,"[125, 235, 257, 516]","[3217, 3193]",4
1590,Segura De La Sierra y El Bellotar por Siles.,,,"[-2.613152,38.517691]","[-2.636914,38.299335]",41,108,3420,666,1366,,"[236, 758]",[3595],8
3139,Ancares y O Portelo-Comeal por Villafranca del Bierzo y Ibias.,,,"[-6.7257,42.598795]","[-6.86084,42.906301]",34,172,3833,477,1652,,"[3, 237, 321, 335, 1109]","[3805, 5022]",9
7904,Marjana por Llíria.,,,"[-0.630266,39.568062]","[-0.875382,39.568416]",45,71,1213,0,765,,[238],[7154],4
2302,Puerto Camacho y Conjuros por Motril y Órgiva.,,,"[-3.514432,36.836017]","[-3.370816,36.790659]",77,86,2518,27,1131,,"[5, 239]","[2800, 2806]",6
4730,Uriondo por Etxebarri.,,,"[-2.933823,43.24995]","[-2.870009,43.178326]",38,41,838,5,388,,[240],[7527],3
4455,El Peñón y Laguna De Los Peces por Puebla de Sanabria.,,,"[-6.190693,42.187439]","[-6.716449,42.144903]",46,164,2377,923,1835,,"[76, 241]",[7763],7
7631,Azpirotz y Garate por Donostia y Zarautz.,,,"[-2.051779,43.271913]","[-1.937273,43.025743]",59,147,2114,44,865,,"[242, 367, 378, 394, 812, 911]","[3217, 3227, 3219]",6
2455,Las Albuñuelas por Dúrcal.,,,"[-3.631317,37.123513]","[-3.593806,36.92939]",92,68,920,524,883,,[244],[2747],3
2961,El Pontón - Panderrueda y Panderrueda por Cangas de Onís.,,,"[-5.137136,43.330571]","[-4.874927,43.118617]",40,160,2382,0,1561,,"[93, 245]",[5006],7
6342,Navalmoral y Arrebatacapas por El Tiemblo y Burgohondo.,,,"[-4.678285,40.64891]","[-4.479053,40.452754]",46,103,1688,718,1515,,"[246, 310, 346]","[605, 416]",5
3519,Las Erillas y Serranillos por Arenas de San Pedro.,,,"[-5.018725,40.25861]","[-4.939852,40.316306]",47,138,2577,407,1642,,"[247, 576]",[392],7
1772,Soplao. El y Carmona por Cabezón de la Sal.,,,"[-4.237654,43.309094]","[-4.455197,43.305636]",36,76,1739,35,596,,"[250, 288, 716]",[5789],5
3801,Arantzazu por Arrasate.,,,"[-2.426458,43.123297]","[-2.415719,42.990905]",41,49,673,140,776,,[251],[3203],3
5792,La Matanela y Trascampo por Reinosa y Corvera de Toranzo.,,,"[-3.96536,43.29967]","[-3.85087,43.041754]",43,120,1429,61,1012,,"[252, 1076]","[5836, 5803]",5
4253,Bel por La Sénia y Morella.,,,"[0.284229,40.633383]","[0.196179,40.613657]",19,145,3746,334,1156,,[254],"[6423, 1889]",9
7640,Bianditz y Jaizkibel por Donostia y Irun.,,,"[-2.051871,43.271953]","[-1.831075,43.369945]",58,132,2664,44,766,,"[202, 257]","[3217, 3193]",7
1520,Boquete De Zafarraya y El Sol por Loja y Albolote.,,,"[-3.631304,37.123611]","[-4.199029,36.949698]",76,205,2536,205,1087,,"[198, 258, 492, 826]","[2787, 2689, 2771, 2697]",8
1511,Pradell y Rasos De Peguera por Berga.,,,"[1.853864,42.107803]","[1.62104,42.259646]",60,123,3092,735,1849,,"[16, 27, 66, 260, 808]",[887],7
7139,El Hontanar y Collado Calderón por Ademuz.,,,"[-1.252886,39.955159]","[-1.275267,40.071012]",29,132,2068,668,1297,,"[263, 548, 861]",[7008],6
3251,Orduña y Peña Angulo por Etxebarri y Amurrio.,,,"[-2.872723,43.239217]","[-3.218733,42.981261]",37,124,1394,2,906,,"[143, 264]","[7527, 1, 1484]",5
1313,Boí-Taüll y Presa De Cavallers por La Vall de Boí.,,,"[0.800722,42.504408]","[0.857419,42.502369]",37,53,1539,1097,2042,,"[147, 265]",[3867],4
8394,La Aldea - Bernedo por Oyón-Oion y Campezo.,,,"[-2.448987,42.45805]","[-2.34777,42.606087]",52,64,1099,363,959,,[266],"[31, 12]",3
9189,Peña Ranero y La Escrita por Zalla.,,,"[-3.077679,43.178008]","[-3.384723,43.262226]",27,100,1528,62,493,,"[267, 377]",[7594],5
4389,Sancho Leza por Oyón-Oion.,,,"[-2.46094,42.471072]","[-2.637104,42.111195]",40,120,1311,385,1399,,[268],[31],5
7304,Boí-Taüll y Presa De Cavallers por La Vall de Boí.,,,"[0.847904,42.521031]","[0.907545,42.551268]",34,61,1861,1240,2059,,"[147, 265, 269]",[3867],5
4970,Castillo de San Julián y Cabo Tiñoso por Cartagena.,,,"[-0.96788,37.600028]","[-1.149623,37.552176]",25,88,1517,1,374,,"[274, 339]",[4599],4
765,Santa Teodosia y Urbasa por Altsasu y Agurain.,,,"[-2.172374,42.892549]","[-2.3001,42.769504]",47,86,1186,393,918,,"[276, 322, 596, 615, 776, 1095, 1105]","[4638, 36]",4
686,Collado De Asón - La Sía y Estacas De Trueba por Torrelavega y Espinosa de los Monteros.,,,"[-4.108215,43.361957]","[-3.5913,43.164278]",43,183,3231,12,1232,,"[61, 158, 278, 285, 1076]","[5864, 1274]",8
3147,Salinas De Léniz y Arlaban por Vitoria-Gasteiz y Donostia.,,,"[-2.685674,42.838232]","[-2.350078,43.125895]",48,145,2329,0,628,,"[279, 373, 386, 724, 856]","[44, 3217, 3203, 3219, 3165]",6
7646,Ixua y Arrate por Zarautz y Ondarroa.,,,"[-2.048195,43.27245]","[-2.49132,43.23518]",42,137,2169,0,762,,"[281, 449, 609, 1059]","[3227, 7571]",6
6441,Monrepós por Huesca y Sabiñánigo.,,,"[-0.37334,42.52053]","[-0.43631,42.31989]",32,58,898,456,1351,,[283],"[3416, 3465]",3
723,Castillo De Loarre por Huesca.,,,"[-0.575745,42.038486]","[-0.622334,42.307419]",36,112,1072,374,1077,,[284],[3416],4
1099,Collado De Asón - La Sía y La Sía por Ramales de la Victoria.,,,"[-3.601579,43.274492]","[-3.566295,43.174904]",54,65,1491,70,1289,,"[61, 285]",[5834],4
8407,Etxauri y Genbe por Pamplona y Irurtzun.,,,"[-1.642215,42.816523]","[-1.883129,42.838787]",51,105,1823,396,942,,"[286, 957]","[4830, 4897, 4888]",5
3736,La Mazorra y Gredilla De Sedano por Medina de Pomar.,,,"[-3.786547,42.970576]","[-3.672515,42.75056]",35,113,1522,573,1134,,"[287, 356]",[1337],5
7800,Carmona y Collado De Hoz por Cabezón de la Sal y San Vicente de la Barquera.,,,"[-4.23573,43.308033]","[-4.43152,43.106027]",48,222,3796,5,1248,,"[288, 681, 838, 1101]","[5789, 5857, 5832]",10
3744,Elgeta y Dima por Durango y Arrasate.,,,"[-2.422086,43.121672]","[-2.722052,43.107139]",42,96,1128,0,641,,"[290, 317, 638, 686, 712]","[7525, 3203]",4
6587,San Glorio y Dobres-Cucayo por Potes.,,,"[-4.682178,43.16721]","[-4.715402,43.087075]",32,94,2548,304,1670,,"[50, 291]",[5832],6
1854,Alto del Repetidor por Vitoria-Gasteiz y Medina de Pomar.,,,"[-2.682218,42.864345]","[-3.431096,42.854639]",27,170,1738,112,1065,,[294],"[44, 1337, 5803, 1360]",6
311,Salinas De Léniz y Barazar por Vitoria-Gasteiz y Arrasate.,,,"[-2.666009,42.852823]","[-2.530928,43.358356]",32,202,2063,0,639,,"[279, 295, 357, 373]","[44, 3203, 7544, 7515, 7571, 48]",7
4759,Moclín y Puerto Lope (Velillos) por Albolote y Íllora.,,,"[-3.596757,37.18226]","[-3.8358,37.32351]",91,93,969,555,1026,,"[296, 354, 912]","[2689, 2771, 2731]",4
8116,Portillo Del Busto y Portillo De Busto por Burgos y Oña.,,,"[-3.67595,42.365101]","[-3.279932,42.70396]",34,137,1353,586,990,,"[297, 1032]","[1224, 1360]",5
1103,Campo Layal (La Aparecida) y Campo Layal por Ramales de la Victoria.,,,"[-3.601564,43.274455]","[-3.469803,43.318373]",51,78,1398,0,434,,"[299, 821, 859, 1034]",[5834],4
176,Balneario De Cardó por Horta de Sant Joan.,,,"[0.654575,41.102811]","[0.430222,41.001498]",35,135,1948,10,540,,[300],[6450],6
2652,Honduras y Cabezabellosa por Hervás.,,,"[-6.032298,40.139828]","[-5.879242,40.229166]",51,97,1904,376,1433,,"[100, 301]",[1642],5
2730,Mendizorrotz y Garate por Donostia y Zarautz.,,,"[-1.971808,43.325347]","[-2.205085,43.297251]",52,65,817,0,325,,"[303, 367, 616]","[3217, 3227]",3
5980,Alcomba por Ramales de la Victoria.,,,"[-3.466645,43.255832]","[-3.44428,43.279116]",33,53,1212,51,631,,[305],[5834],4
9685,Sierra Salvada por Amurrio.,,,"[-3.132215,43.122481]","[-3.134342,43.047391]",15,36,807,183,709,,[306],[1],3
2923,Ebo y Margarida por Benirredrà.,,,"[-0.18003,38.96965]","[-0.30835,38.84521]",77,140,2426,2,693,,"[307, 973]",[7073],7
5889,Cerro Malacara por Albolote y Íllora.,,,"[-3.604648,37.161189]","[-3.828901,37.314423]",80,84,877,526,864,,[308],"[2689, 2771, 2731]",3
7128,Morcuera y Canencia por Soto del Real y Rascafría.,,,"[-3.784862,40.751584]","[-3.827619,40.933873]",75,81,1570,912,1778,,"[148, 309]","[4438, 4416]",4
387,Arrebatacapas por El Tiemblo.,,,"[-4.236993,40.502334]","[-4.496959,40.574339]",76,91,1327,663,1374,,[310],[605],4
9764,Asterrika y Natxitua por Gernika-Lumo y Bermeo.,,,"[-2.6818,43.30577]","[-2.45534,43.33017]",8,88,1532,3,237,,"[311, 357]","[7544, 7515]",4
6967,Aracena y Puerto De Cortegana por Aracena y Aroche.,,,"[-6.557213,37.887804]","[-6.776524,37.886953]",45,120,2523,397,880,,"[312, 677, 685]","[3243, 3244]",6
8724,Eleizalde (Rigoitia) y Rigoitia por Gernika-Lumo.,,,"[-2.976843,43.302901]","[-2.682539,43.309353]",36,92,1676,0,270,,"[313, 385, 526, 1084]",[7544],5
3270,Lunada y El Cabrio por Castro-Urdiales y Zalla.,,,"[-3.517805,43.422845]","[-3.554036,43.079271]",46,200,3227,4,1315,,"[58, 314]","[5797, 7594, 5786, 1484, 5839, 1274]",9
1292,El Tibidabo y Santa Creu D´Olorda por Barcelona.,,,"[2.176335,41.423687]","[2.082158,41.41048]",59,100,1021,0,474,,"[315, 323, 822]",[884],4
5422,Cruz De La Demanda y Pazuengos por Ezcaray.,,,"[-3.014005,42.327334]","[-3.083367,42.210472]",31,118,2474,705,1832,,"[65, 316]",[4120],6
182,Dima y Aretxabalgane por Durango y Etxebarri.,,,"[-2.893478,43.247639]","[-2.647263,43.114752]",65,111,1546,0,711,,"[317, 338, 353]","[7525, 7527]",5
2810,Piedrafita y Alto Do Couto por Villafranca del Bierzo.,,,"[-6.812365,42.602547]","[-7.068356,42.599848]",44,127,3324,407,1333,,"[321, 444]",[3805],8
7641,Urbasa y Lizarrusti por Tolosa y Altsasu.,,,"[-2.05188,43.272697]","[-2.135773,42.955392]",56,107,1666,8,961,,"[322, 1043]","[3219, 4638]",5
8149,El Tibidabo y Santa Creu D´Olorda por Barcelona.,,,"[2.086483,41.473505]","[2.11932,41.486258]",57,70,1253,77,455,,"[315, 323, 822]",[884],4
4981,Orduña y La Barrerilla por Amurrio y Zuia.,,,"[-2.819202,42.956123]","[-3.019452,42.958201]",38,65,1227,275,933,,"[143, 325, 326]","[1, 48]",4
5599,Orduña y Altube por Amurrio y Zuia.,,,"[-2.910109,42.803356]","[-3.025382,42.968928]",36,107,1536,244,905,,"[143, 326, 1100]","[1, 48]",5
3338,San Pelayo y San Pelaio por Gernika-Lumo y Bermeo.,,,"[-2.683899,43.304251]","[-2.799765,43.431816]",56,58,943,2,312,,"[327, 722]","[7544, 7515]",3
5694,La Granja y Las Muñecas por Castro-Urdiales y Zalla.,,,"[-3.020849,43.31702]","[-3.301497,43.353294]",39,112,1488,0,379,,"[329, 342, 510]","[5797, 7594]",5
9381,Santuario Del Brezo y Santuario Del Brezo por Velilla del Río Carrión.,,,"[-4.833145,42.850894]","[-4.733233,42.882871]",22,41,1858,1146,1690,,"[334, 875]",[5223],4
5491,Santa Olaja y Artieta por Valle de Mena.,,,"[-3.077349,43.178131]","[-3.168938,43.04446]",21,53,2001,112,660,,"[336, 393]",[1484],5
1820,Tárbena por Xaló.,,,"[0.059184,38.643785]","[0.033582,38.793969]",65,120,1805,0,625,,[337],[218],5
3252, El Vivero - Ganguren y Aretxabalgane por Etxebarri.,,,"[-2.872735,43.239203]","[-2.843824,43.359137]",39,66,1038,11,418,,"[172, 338, 606]",[7527],3
1641,Cabo Tiñoso por Cartagena.,,,"[-1.304368,37.562879]","[-1.151859,37.551808]",38,52,724,0,357,,[339],[4599],3
2515,Herrera y Rivas De Tereso por Campezo.,,,"[-2.795439,42.587757]","[-2.418841,42.667142]",42,122,2142,470,1104,,"[173, 340]",[12],6
3605,Sanantonzar y Basakabi/Alto De Ezkurra por Donostia y Tolosa.,,,"[-1.968247,43.266123]","[-1.884515,43.086336]",46,83,1124,30,710,,"[341, 394]","[3217, 3219]",4
7091,La Granja y Las Muñecas por Castro-Urdiales.,,,"[-3.154181,43.27377]","[-3.293624,43.354136]",37,59,1262,7,372,,"[329, 342]",[5797],4
7342,Leaburu por Tolosa.,,,"[-2.071357,43.141547]","[-2.08527,43.101491]",37,40,696,68,453,,[343],[3219],3
8426,Cerro San Cristóbal y Ciudad Encantada por Cuenca.,,,"[-2.141281,40.071888]","[-1.971558,40.222283]",48,86,2256,913,1424,,"[345, 860, 993]",[2295],6
2879,Arrebatacapas y El Boquerón por San Lorenzo de El Escorial y El Tiemblo.,,,"[-4.132649,40.585587]","[-4.51545,40.490681]",45,136,1719,681,1180,,"[310, 346]","[4427, 605]",5
7648,Mendizorrotz y Alkiza por Donostia y Tolosa.,,,"[-2.051771,43.27191]","[-2.157123,43.220475]",45,91,1707,43,502,,"[303, 347, 616, 812, 911]","[3217, 3219]",5
2336,Izpegi por Baztan.,,,"[-1.234654,43.167293]","[-1.38728,43.182343]",45,39,840,68,585,,[350],[4679],3
2008,El Cargadero y Alto De Vadillo por Covaleda.,,,"[-3.030672,41.795507]","[-2.942922,41.92339]",44,79,1310,966,1410,,"[352, 877]",[6259],4
8559,Elgeta y Muniketa por Durango y Gernika-Lumo.,,,"[-2.407591,43.119868]","[-2.644071,43.336548]",40,135,3060,0,474,,"[290, 353, 357]","[7525, 7544, 7571]",7
4761,Moclín y Puerto Lope (Velillos) por Albolote y Íllora.,,,"[-3.596758,37.182373]","[-3.817193,37.364488]",90,110,1245,548,1029,,"[296, 354, 912]","[2689, 2771, 2731]",4
8791,Natxitua por Bermeo y Ondarroa.,,,"[-2.350303,43.297675]","[-2.66995,43.411344]",35,97,1758,6,264,,[357],"[7515, 7571]",5
9720,San Pedro De Abrisketa y Arraiz por Etxebarri.,,,"[-2.931486,43.270881]","[-2.91013,43.218972]",13,35,2633,73,708,,"[358, 536, 848, 983]",[7527],5
8499,Hoyomenor por Bárcena de Cicero.,,,"[-3.320757,43.37984]","[-3.556096,43.369713]",42,71,1429,0,346,,[360],[5786],4
4964,Trabakua y Andikona por Durango.,,,"[-2.602305,43.145166]","[-2.553564,43.18322]",20,37,777,146,468,,"[328, 362, 1096]",[7525],3
3305,Azazeta y Opakua por Vitoria-Gasteiz y Agurain.,,,"[-2.660547,42.849606]","[-2.309675,42.764851]",46,83,999,584,1078,,"[364, 776, 1095]","[44, 36]",4
8057,Nª Sª De Oro por Vitoria-Gasteiz y Zuia.,,,"[-2.65137,42.854727]","[-2.825363,42.932107]",34,63,626,481,813,,[365],"[44, 48]",3
7629,Azpirotz y Garate por Donostia y Zarautz.,,,"[-2.051779,43.271913]","[-1.937273,43.025743]",56,128,1793,44,865,,"[242, 367, 378, 394, 812, 911]","[3217, 3227, 3219]",5
6940,Ro por Zalla y Valle de Mena.,,,"[-3.0079,43.30915]","[-3.25641,43.10678]",39,95,3978,0,554,,[368],"[7594, 1484]",8
4934,Aretxabalgane y Beci por Gernika-Lumo y Zalla.,,,"[-2.679202,43.324127]","[-3.132151,43.232689]",34,180,1810,0,624,,"[338, 371, 671, 927]","[7544, 7594]",6
1026,Salinas De Léniz y Arlaban por Vitoria-Gasteiz y Arrasate.,,,"[-2.507573,43.032902]","[-2.544056,42.820473]",43,88,1445,305,959,,"[279, 373]","[44, 3203, 12]",4
9561,Zollo por Etxebarri.,,,"[-2.895265,43.23688]","[-2.947267,43.213047]",18,40,1311,42,609,,[374],[7527],3
7522,Zaldiaran por Vitoria-Gasteiz.,,,"[-2.66831,42.840409]","[-2.780595,42.685253]",49,120,1660,464,827,,[375],[44],5
1618,La Escrita y Seña por Castro-Urdiales y Zalla.,,,"[-2.928705,43.249923]","[-3.441838,43.324627]",48,141,1659,2,434,,"[377, 381, 510]","[5797, 7594, 5834]",5
93,Salinas De Léniz y Arlaban por Vitoria-Gasteiz y Durango.,,,"[-2.665283,42.852926]","[-2.643399,43.150654]",36,106,1095,112,703,,"[279, 373, 379, 712]","[44, 7525, 3203]",4
8532,La Escrita y Seña por Castro-Urdiales y Ramales de la Victoria.,,,"[-3.220916,43.383697]","[-3.4282,43.268106]",41,98,1322,0,434,,"[377, 381]","[5797, 5834]",4
2769,Ermida por Ourense y Puebla de Sanabria.,,,"[-6.403786,42.031926]","[-7.184281,42.3368]",32,224,4256,225,1313,,[383],"[4956, 7763]",10
8866,Eleizalde (Rigoitia) y San Pelayo por Gernika-Lumo y Bermeo.,,,"[-2.87742,43.29314]","[-2.69637,43.39953]",33,90,1262,50,338,,"[313, 327, 338, 385, 526, 722]","[7544, 7515]",4
8287,Udana y Gabiria por Donostia y Arrasate.,,,"[-2.251774,43.292084]","[-2.346606,43.026673]",49,133,1610,48,573,,"[386, 397, 1059, 1065]","[3217, 3203, 3219, 3210]",5
8476,Humaran por Zalla.,,,"[-2.954905,43.260492]","[-3.135497,43.278341]",43,63,1528,5,257,,[387],[7594],4
6228,El Tibidabo y Vallençana por Barcelona.,,,"[2.029265,41.493163]","[2.155649,41.488205]",40,87,1372,89,584,,"[315, 388, 822]",[884],4
3409,Golobar y Valberzoso por Reinosa y Aguilar de Campoo.,,,"[-4.258431,42.798149]","[-4.367173,43.040403]",34,137,2579,843,1975,,"[111, 389]","[5836, 5076]",7
8384,El Cerro De San Pedro por Soto del Real y Torrelaguna.,,,"[-3.76953,40.670047]","[-3.658242,40.856604]",55,87,1366,713,1272,,[390],"[4438, 4445]",4
5366,Loiti por Pamplona.,,,"[-1.694285,42.804124]","[-1.276218,42.290337]",35,193,1390,191,852,,[391],[4830],6
9335,Pedroso por Santiago de Compostela.,,,"[-8.545,42.886839]","[-8.648665,42.952198]",23,38,725,79,460,,[392],[2209],3
7630,Azpirotz y Garate por Donostia y Zarautz.,,,"[-2.051779,43.271913]","[-1.937273,43.025743]",51,149,2658,44,865,,"[242, 367, 378, 394, 812, 911]","[3217, 3227, 3219]",7
6265,La Pedraja por Burgos y Ezcaray.,,,"[-3.658577,42.356278]","[-3.097762,42.318546]",36,154,1945,744,1246,,[395],"[1224, 4120]",6
8508,Artesiaga y Aniz por Pamplona y Baztan.,,,"[-1.607851,42.832007]","[-1.584883,42.962344]",41,183,3124,203,975,,"[152, 396, 916, 1080]","[4830, 4679, 4727]",8
7620,Gabiria y Atagoiti por Tolosa y Ormaiztegi.,,,"[-2.051717,43.271964]","[-2.331121,43.038252]",59,120,1490,53,650,,"[397, 1065]","[3219, 3210]",5
6454,Navasa por Jaca y Sabiñánigo.,,,"[-0.366217,42.521476]","[-0.488486,42.412669]",37,71,922,561,976,,[398],"[3421, 3465]",3
7995,Ro y El Carel por Valle de Mena.,,,"[-3.077648,43.177983]","[-3.314003,43.129715]",17,65,1316,81,558,,"[368, 400, 989]",[1484],4
3854,Pico Almadén por Jaén y Cambil.,,,"[-3.796789,37.777698]","[-3.528002,37.745496]",19,90,2245,397,2048,,[406],"[3565, 3536]",6
1298,Fonte Da Cova-Collada Trevinca y Fonte Da Cova por O Barco de Valdeorras.,,,"[-6.977403,42.4112]","[-6.680704,42.328888]",21,102,2628,322,1846,,"[17, 407]",[4910],6
7536,Ermita De Alba por Lena y Grado.,,,"[-5.97047,43.345391]","[-5.973704,43.173674]",27,66,1704,86,1248,,[411],"[5027, 5020, 5067]",4
872,Aretxabalgane y Muniketa por Durango y Gernika-Lumo.,,,"[-2.731228,43.219566]","[-2.77046,43.280746]",34,74,1129,69,453,,"[338, 353, 414, 1084]","[7525, 7544]",4
848,Casielles y La Colladiella por Laviana y Lena.,,,"[-5.685901,43.300346]","[-5.713468,43.214092]",41,45,888,197,848,,"[416, 463, 545]","[5026, 5027]",3
385,Oiz y Muniketa por Durango y Gernika-Lumo.,,,"[-2.660779,43.180545]","[-2.609977,43.236481]",35,72,1612,25,1021,,"[12, 353, 417, 1042, 1110]","[7525, 7544]",4
8493,Cruz De Barreiros y O Faro por Viveiro y Burela.,,,"[-7.259463,43.570925]","[-7.442359,43.679881]",42,125,3338,0,485,,"[418, 539, 630]","[4298, 4300]",8
5903,Mondúver y Montdúver por Alzira y Benirredrà.,,,"[-0.476014,39.190773]","[-0.276273,39.00175]",41,113,1689,0,794,,"[52, 424, 447]","[7024, 7073]",5
6199,El Espino y Encinas Borrachas por Ronda y Cortes de la Frontera.,,,"[-5.149798,36.727334]","[-5.332715,36.602521]",44,82,1975,398,1075,,"[171, 426, 488]","[4563, 4526]",5
3307,Arantzazu y Salinas De Léniz por Vitoria-Gasteiz y Arrasate.,,,"[-2.695288,42.85019]","[-2.409613,43.030209]",27,163,2512,192,827,,"[251, 279, 373, 386, 428, 883]","[44, 3203]",7
647,Font De L´Arbre y Tudons por Alicante y Benidorm.,,,"[-0.48477,38.344811]","[-0.278448,38.672128]",35,161,2485,0,1166,,"[429, 534, 626, 643, 644, 802, 956]","[151, 168, 220, 247]",7
8168,San Lorenzo y La Farrapona por Villablino y Teverga.,,,"[-6.096023,43.161663]","[-6.164039,43.095142]",42,137,3531,456,1719,,"[28, 42, 90, 430]","[3800, 5067]",8
5500,Fredes y Vistabella por Benicarló y La Sénia.,,,"[0.397126,40.36373]","[0.16938,40.683758]",42,133,1493,4,1107,,"[435, 942]","[1841, 6423]",5
6603,Sta. Mariña Do Monte por Ourense y Maceda.,,,"[-7.499814,42.211123]","[-7.654668,42.368847]",15,54,580,363,1605,,[436],"[4956, 4945]",3
5617,Pajares-Cuitu Negru y Pajares por Lena.,,,"[-5.827782,43.157794]","[-5.778499,42.970875]",38,64,1621,305,1796,,"[4, 69, 438]",[5027],4
4754,A Torre De San Bartolomeu y A Capela por Betanzos.,,,"[-8.209015,43.358337]","[-8.038399,43.369431]",58,72,1504,1,446,,"[439, 785]",[2141],4
8315,Puerto Camacho y Haza Del Lino por Motril y Órgiva.,,,"[-3.436523,36.904115]","[-3.304936,36.770714]",43,75,1568,0,1300,,"[5, 13, 440]","[2800, 2806, 2818]",4
7563,Uitzi y Basakabi/Alto De Ezkurra por Pamplona y Irurtzun.,,,"[-1.63666,42.827622]","[-1.798797,43.095235]",29,125,2145,343,1035,,"[378, 394, 441]","[4830, 4897]",6
9856,Usurbe y Mandubia por Ormaiztegi.,,,"[-2.208043,43.04794]","[-2.242752,43.064426]",16,50,1313,161,713,,"[442, 917]",[3210],4
8460,Coll D´Ares y Port D´Àger por Tremp.,,,"[0.808667,41.793948]","[0.744699,42.058337]",44,126,2406,219,1555,,"[446, 598]",[4029],6
2248,Mondúver y Montdúver por Benirredrà.,,,"[-0.184768,38.93378]","[-0.268975,39.010578]",38,45,902,14,805,,"[52, 424, 447]",[7073],3
1173,Cruz De Meira por Castro de Rei y Mondoñedo.,,,"[-7.29375,43.213601]","[-7.257381,43.382356]",33,66,1174,60,628,,[448],"[4243, 4263, 4280]",4
1076,Karabieta y Ixua por Arrasate.,,,"[-2.486425,43.06612]","[-2.463299,43.244557]",29,93,2277,39,739,,"[273, 281, 290, 379, 449, 480, 609, 992]",[3203],6
8378,Turó De L´Home y Coll De Santa Helena por Sant Celoni.,,,"[2.424246,41.540413]","[2.460028,41.760066]",58,115,2202,0,1595,,"[18, 450]",[1065],6
3434,Cáñar por Dúrcal y Órgiva.,,,"[-3.596713,37.182291]","[-3.429104,36.924899]",87,122,1719,466,1030,,[451],"[2747, 2806]",5
5997,La Joya por Málaga y Antequera.,,,"[-4.421847,36.720947]","[-4.52611,36.921266]",57,129,2348,10,891,,[455],"[4547, 4495, 4518, 4491]",6
7734,Peregrí por València y Alzira.,,,"[-0.357764,39.470842]","[-0.788229,39.132195]",60,184,2128,41,592,,[460],"[7257, 7024, 7183]",7
4489,Odiaga y Ozeka por Amurrio.,,,"[-2.94623,43.266284]","[-3.0722,43.076779]",13,77,695,1,502,,"[461, 717]",[1],3
2350,Colladiella y La Colladiella por Laviana y Lena.,,,"[-5.759089,43.17855]","[-5.611053,43.26297]",38,67,1939,238,842,,"[145, 463, 545, 719]","[5026, 5027]",5
3884,Ouviaña y Chao Da Serra por A Fonsagrada y Ibias.,,,"[-7.203645,43.201547]","[-6.96125,43.13379]",35,135,4059,220,1134,,"[469, 593, 746]","[4251, 5022]",10
